"key","message","comment","context"
"Currencies","Currencies","",""
"Currency","Moneda","",""
"Currency Ws URL","Moneda Ws URL","",""
"Currency conversion","Moneda conversion","",""
"Currency conversion line","Moneda conversion Línea","",""
"Currency conversion lines","Moneda conversion Líneas","",""
"Currency conversion rate not found over the past 7 days for the currency %s to %s. Please input the date and rate manually.","Currency conversion rate not found over the past 7 days for the currency %s to %s. Please input the date and rate manually.","",""
"Currency conversion table","Moneda conversion table","",""
"Currency conversion webservice not working","Moneda conversion webservice no working","",""
"Current Products","Current Productos","",""
"Current User","Current Usuario","",""
"Current domain","Current domain","",""
"Current password","Current password","",""
"Current pricing","Current pricing","",""
"Current user password is not provided.","Current Usuario password is no provided.","",""
"Current user password is wrong.","Current Usuario password is wrong.","",""
"Current user's active company address is not set","Current Usuario's Activo Empresa Dirección is no set","",""
"Custom field","Custom field","",""
"Custom fields","Custom fields","",""
"Customer","Cliente","",""
"Customer Situation","Cliente Situation","",""
"Customer catalog","Cliente catalog","",""
"Customer contract","Cliente Contrato","",""
"Customer partner price lists","Cliente Socio/Contacto Listas de precios","",""
"Customer quality improvements","Cliente quality improvements","",""
"Customer situation filters","Cliente situation filters","",""
"Customer specific note","Cliente specific Nota","",""
"Customers","Clientes","",""
"Customers / prospects","Clientes / prospects","",""
"Customers by Industry Sector","Clientes by Industry Sector","",""
"Customers by country","Clientes by País","",""
"Customers by saleman","Clientes by saleman","",""
"Customers payment delay (Average in days)","Clientes Pago delay (Average in days)","",""
"Customised","Customised","",""
"Customised products","Customised Productos","",""
"Cycle counting","Cycle counting","",""
"DATA_MATRIX","DATA_MATRIX","",""
"DD/MM/YYYY","DD/MM/YYYY","",""
"DELETE","Eliminar","",""
"DEPT","DEPT","",""
"DMS Import","DMS Importar","",""
"DOC","DOC","",""
"DOCX","DOCX","",""
"Daily Work Hours","Daily Work Hours","",""
"Dark","Dark","",""
"Dark logo","Dark Logotipo","",""
"Dashboard","Panel de control","",""
"Data file","Data file","",""
"Data file doesn't exist","Data file doesn't exist","",""
"Data file format is invalid","Data file format is Inválido","",""
"Data file name","Data file Nombre","",""
"Data from file","Data Desde file","",""
"Data imported successfully","Data imported successfully","",""
"Data sharing","Data sharing","",""
"Data sharing product assistant","Data sharing Producto assistant","",""
"Data sharing referential","Data sharing referential","",""
"Data sharing referential line","Data sharing referential Línea","",""
"Data sharing referential lines","Data sharing referential Líneas","",""
"Data sharing referentials","Data sharing referentials","",""
"Data type","Data Tipo","",""
"Data with errors","Data with errors","",""
"Data(s)","Data(s)","",""
"Date","Fecha","",""
"Date (YYYY-MM-DD)","Fecha (YYYY-MM-DD)","",""
"Date 1","Fecha 1","",""
"Date Format","Fecha Format","",""
"Date format","Fecha format","",""
"Date or frequency changed","Fecha or frequency changed","",""
"Date research 1","Fecha research 1","",""
"Date time","Fecha time","",""
"DateTime","DateTime","",""
"Day","Día","",""
"Days","Days","",""
"Days Unit","Days Unidad","",""
"Debit Balance","Débito Saldo","",""
"Debit_block","Débito","",""
"December","December","",""
"Decimal","Decimal","",""
"Default","Por defecto","",""
"Default Bank Account","Por defecto Cuenta bancaria","",""
"Default Partner Localization","Por defecto Socio/Contacto Localization","",""
"Default address","Por defecto Dirección","",""
"Default address template","Por defecto Dirección Plantilla","",""
"Default batch fetch limit","Por defecto Lote de proceso fetch limit","",""
"Default fetch limit for batches. 0 will not be taken into account. In this case, the default value (10) will be used.","Por defecto fetch limit para batches. 0 will no be taken into Cuenta. In this case, the Por defecto value (10) will be used.","",""
"Default home action.","Por defecto home action.","",""
"Default if not found","Por defecto if No encontrado","",""
"Default mail message template for notifications","Por defecto mail Mensaje Plantilla para Notificaciones","",""
"Default supplier","Por defecto Proveedor","",""
"Default zoom","Por defecto zoom","",""
"Define prefix with a script","Define prefix with a script","",""
"Define sub bill of material","Define sub bill of material","",""
"Define suffix with a script","Define suffix with a script","",""
"Define the form view to open when a user double-clicks on a record’s popup in the map.","Define the Formulario Ver to Abierto when a Usuario double-clicks on a record’s popup in the Mapa.","",""
"Define the shipping coef by partner","Define the Envío coef by Socio/Contacto","",""
"Defines the set of points to be displayed on the map. A map can contain several models simultaneously, and each group can define its own display color to differentiate them.","Defines the set of points to be displayed on the map. A map can contain several models simultaneously, and each group can define its own display color to differentiate them.","",""
"Delegate Rights of Pfp Validator","Delegate Rights of Pfp Validator","",""
"Delete","Eliminar","",""
"Delete menu entry","Eliminar Menú entry","",""
"Delete old confirmed reservations","Eliminar old Confirmado reservations","",""
"Delivery","Entrega","",""
"Delivery address","Entrega Dirección","",""
"Delivery status","Entrega Estado","",""
"Demography","Demography","",""
"Department","Departamento","",""
"Department Cantons List","Departamento Cantons Lista","",""
"Department Name","Departamento Nombre","",""
"Department city List","Departamento Ciudad Lista","",""
"Departments","Departments","",""
"Dept./Div.","Dept./Div.","",""
"Descending","Descending","",""
"Description","Descripción","",""
"Designation","Designation","",""
"Destination Currency","Destination Moneda","",""
"Destination folder","Destination folder","",""
"Destination folder of the REMOTE server for upload.","Destination folder of the REMOTE server para Cargar.","",""
"Details","Detalles","",""
"Diameter","Diameter","",""
"Direct","Direct","",""
"Direct debit","Direct Débito","",""
"Discount/Increase/Replace","Descuento/Increase/Replace","",""
"Display an expiration date","Display an expiration Fecha","",""
"Display bar chart","Display bar Gráfico","",""
"Display color","Display Color","",""
"Display config.","Display config.","",""
"Display in record view ?","Display in record Ver ?","",""
"Display type","Display Tipo","",""
"Distribution precisions (POB, Village...)","Distribution precisions (POB, Village...)","",""
"District","District","",""
"Dms file","Dms file","",""
"Document concerned","Document concerned","",""
"Document name","Document Nombre","",""
"Documents","Documents","",""
"Don't import if","Don't Importar if","",""
"Download failed: %s","Download failed: %s","",""
"Draft","Borrador","",""
"Draft prefix for sequences","Borrador prefix para Secuencias","",""
"Dtype","Dtype","",""
"Duplicate","Duplicar","",""
"Duplicate Object","Duplicar Object","",""
"Duplicate finder field '%s' is not found inside model '%s'","Duplicate finder field '%s' is not found inside model '%s'","",""
"Duplicate records","Duplicar records","",""
"Duration","Duración","",""
"Durations","Durations","",""
"EAN_13","EAN_13","",""
"EAN_8","EAN_8","",""
"ECB","ECB","",""
"EDIFACT","EDIFACT","",""
"EXPORT","Exportar","",""
"Economic area","Economic area","",""
"Economic areas","Economic areas","",""
"Economic manuf. qty","Economic manuf. Qty","",""
"Edit product barcode type","Editar Producto barcode Tipo","",""
"Editable","Editable","",""
"Electronic signature","Electronic signature","",""
"Email","Correo electrónico","",""
"Email Page","Correo electrónico Page","",""
"Email accounts","Correo electrónico Cuentas","",""
"Email address","Correo electrónico Dirección","",""
"Email address already linked with another partner","Correo electrónico Dirección already linked with another Socio/Contacto","",""
"Email field","Correo electrónico field","",""
"Email links","Correo electrónico links","",""
"Email signature","Correo electrónico signature","",""
"Email template","Correo electrónico Plantilla","",""
"Email template list for notifications","Correo electrónico Plantilla Lista para Notificaciones","",""
"Emails","Emails","",""
"Employee","Empleado","",""
"EmployeeFile","EmployeeFile","",""
"Enable global discount","Activar global Descuento","",""
"Enable multi-barcode management on products","Activar multi-barcode management on Productos","",""
"Enable multi-company management","Activar multi-Empresa management","",""
"Enable pricing scale","Activar pricing scale","",""
"Enable tax numbers","Activar Impuesto numbers","",""
"Enable the ability to group lines by products in printing document generations (quotations/sale and purchase orders, stock moves, invoices).","Enable the ability to group lines by products in printing document generations (quotations/sale and purchase orders, stock moves, invoices).","",""
"Enable the possibility to group lines by product on generated printing documents (sale orders, purchase orders, stock moves, invoices)","Enable the possibility to group lines by product on generated printing documents (sale orders, purchase orders, stock moves, invoices)","",""
"Enable trading names management","Activar trading names management","",""
"End Date","Fecha de fin","",""
"End date","Fecha de fin","",""
"End date must be greater than start date","Fecha de fin debe ser greater than Fecha de inicio","",""
"End date t","Fecha de fin t","",""
"End of pack","End of Paquete","",""
"End unit cannot be void.","End Unidad cannot be void.","",""
"Ends on","Ends on","",""
"Enter proper 'From' and 'To' date.","Enter proper 'Desde' y 'To' Fecha.","",""
"Enter proper 'Start' and 'End' date.","Enter proper 'Iniciar' y 'End' Fecha.","",""
"Entities you wish to follow by email","Entities you wish to follow by Correo electrónico","",""
"Entity","Entity","",""
"Equal","Equal","",""
"Error","Error","",""
"Error : Data file is unreachable.","Error : Data file is unreachable.","",""
"Error : Mapping file is not found.","Error : Mapping file is No encontrado.","",""
"Error : Mapping file is unreachable.","Error : Mapping file is unreachable.","",""
"Error : a request has to be set for the indicatior generator %s","Error : a request has to be set for the indicatior generator %s","",""
"Error : incorrect request for the indicatior generator %s","Error : incorrect request for the indicatior generator %s","",""
"Error : no code has been set","Error : no Código has been set","",""
"Error : no export path has been set","Error : no Exportar path has been set","",""
"Error evaluating alert expression: %s","Error evaluating alert expression: %s","",""
"Error evaluating expression: %s","Error evaluating expression: %s","",""
"Error evaluating indicator expression: %s","Error evaluating indicator expression: %s","",""
"Error evaluating target expression: %s","Error evaluating target expression: %s","",""
"Error file","Error file","",""
"Error happened during batch execution","Error happened during Lote de proceso execution","",""
"Error in Connection","Error in Connection","",""
"Error in class name. Please check.","Error in class Nombre. Please Verificar.","",""
"Error in import. Please check log.","Error in Importar. Please Verificar Registro.","",""
"Error in import: %s. Please check the server log","Error in import: %s. Please check the server log","",""
"Error in method name. Please check.","Error in method Nombre. Please Verificar.","",""
"Error in print template line with sequence %s and title %s.","Error in print template line with sequence %s and title %s.","",""
"Error logs","Error logs","",""
"Error when closing period %s","Error when closing period %s","",""
"Error when computing the printing filename, using template %s: %s","Error when computing the printing filename, using template %s: %s","",""
"Error while accessing certificate information.","Error while accessing certificate Información.","",""
"Error while converting image to pdf : %s","Error while converting image to pdf : %s","",""
"Error while creating the file","Error while creating the file","",""
"Error while opening the certificate, please check the password.","Error while Apertura the certificate, please Verificar the password.","",""
"Error while processing zip file","Error while Procesando Código postal file","",""
"Error while signing pdf : %s","Error while signing pdf : %s","",""
"Error with the certificate, please check if the file is a PFX certificate.","Error with the certificate, please Verificar if the file is a PFX certificate.","",""
"Error: Cities cannot be imported. Please see the attached error file for more details","Error: Cities cannot be imported. Please see the attached Error file para more Detalles","",""
"Error: The type of the field %s does not match the type of the value %s","Error: The type of the field %s does not match the type of the value %s","",""
"Error: The type of the field %s is not managed by the adapter","Error: The type of the field %s is not managed by the adapter","",""
"Europe/Paris","Europe/Paris","",""
"Evaluation of result rule: %s","Evaluation of result rule: %s","",""
"Event","Evento","",""
"Events","Events","",""
"Events planning","Events planning","",""
"Events planning line","Events planning Línea","",""
"Events planning lines","Events planning Líneas","",""
"Every","Every","",""
"Every N weeks","Every N weeks","",""
"Every week","Every Semana","",""
"Example of pattern NLL : 0AA, 0AB,0AC...0ZZ,1AA.","Example of pattern NLL : 0AA, 0AB,0AC...0ZZ,1AA.","",""
"Example: accessing the name of the user","Example: accessing the Nombre of the Usuario","",""
"Examples","Examples","",""
"Excel","Excel","",""
"Exchange rate","Tipo de cambio","",""
"Exchanges","Exchanges","",""
"Exclusive","Exclusive","",""
"Execute","Ejecutar","",""
"Execution","Execution","",""
"Expense","Gasto","",""
"Expiration date","Expiration Fecha","",""
"Export","Exportar","",""
"Export App configurations","Exportar App configurations","",""
"Export CSV","Exportar CSV","",""
"Export Excel","Exportar Excel","",""
"Export Object","Exportar Object","",""
"Export PDF","Exportar PDF","",""
"Export calendar","Exportar Calendario","",""
"Export file","Exportar file","",""
"Export format","Exportar format","",""
"Export indicators","Exportar indicators","",""
"Export limit must be greater than query fetch size.","Exportar limit debe ser greater than query fetch size.","",""
"Export limit must be greater than zero.","Exportar limit debe ser greater than zero.","",""
"Expression","Expression","",""
"Expression returned a non-numeric String: %s","Expression returned a non-numeric String: %s","",""
"Expression type","Expression Tipo","",""
"Expression written in expression type used to generate indicator value","Expression written in expression Tipo used to Generar indicator value","",""
"Expression written in target expression type used to generate target value","Expression written in target expression Tipo used to Generar target value","",""
"External","External","",""
"External reference","External Referencia","",""
"FTP information","FTP Información","",""
"Factor","Factor","",""
"Factory not found this type of generator","Factory No encontrado this Tipo of generator","",""
"Failed to increment sequence ID %s. Please contact administrator.","Failed to increment sequence ID %s. Please contact administrator.","",""
"Faker API field","Faker API field","",""
"Faker API fields","Faker API fields","",""
"Faker api field","Faker api field","",""
"Faker field parameters list","Faker field parameters Lista","",""
"FakerApiField.methodName","Method Nombre","",""
"Family Code","Family Código","",""
"Family Name","Family Nombre","",""
"Feature currently not available with Open Street Maps.","Feature currently no Disponible with Abierto Calle Maps.","",""
"February","February","",""
"Fetch data","Fetch data","",""
"Fetch emails","Fetch emails","",""
"Fetch limit","Fetch limit","",""
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","",""
"Field","Field","",""
"Field displayed in the result of the research","Field displayed in the result of the research","",""
"Field permission","Field Permiso","",""
"Field to bind for the query","Field to bind para the query","",""
"Field to populate","Field to populate","",""
"Field to pseudonymize","Field to pseudonymize","",""
"Field type","Field Tipo","",""
"Field(%s) doesn't exist for the object(%s)","Field(%s) doesn't exist for the object(%s)","",""
"Fields","Fields","",""
"Fields can't be ignore","Fields can't be ignore","",""
"Fields configuration","Fields Configuración","",""
"Fields to select duplicate","Fields to Seleccionar Duplicar","",""
"Fields to use","Fields to use","",""
"File","File","",""
"File extension","File extension","",""
"File field","File field","",""
"File field name","File field Nombre","",""
"File fields","File fields","",""
"File loaded successfully","File loaded successfully","",""
"File naming rule","File naming rule","",""
"File source connector","File Origen connector","",""
"File source connector is missing mandatory field(s) in order to create a session.","File Origen connector is missing Campo obligatorio(s) in Orden to Crear a session.","",""
"File source connector parameters","File Origen connector parameters","",""
"File source connectors","File Origen connectors","",""
"File source connectors parameters","File Origen connectors parameters","",""
"File successfully exported.","File successfully exported.","",""
"File successfully imported.","File successfully imported.","",""
"File tab","File tab","",""
"File tab is not matched inside file","File tab is no matched inside file","",""
"File tabs","File tabs","",""
"File type","File Tipo","",""
"File type select","File Tipo Seleccionar","",""
"File types","File types","",""
"FileTab","FileTab","",""
"Files","Files","",""
"Fill from Sirene API","Fill Desde Sirene API","",""
"Filter (JPQL)","Filtrar (JPQL)","",""
"Filters","Filters","",""
"Find","Find","",""
"FindNew","FindNew","",""
"Finished","Finished","",""
"Finished product","Producto terminado","",""
"First","First","",""
"First Name","Nombre","",""
"First line","First Línea","",""
"First name","Nombre","",""
"Fiscal Year","Ejercicio fiscal","",""
"Fiscal position","Fiscal Cargo","",""
"Fiscal positions","Fiscal positions","",""
"Fiscal year","Ejercicio fiscal","",""
"Fixed","Fixed","",""
"Fixed Amount/%","Fixed Monto/%","",""
"Fixed phone","Fixed Teléfono","",""
"Fixer","Fixer","",""
"Fixer Api key","Fixer Api key","",""
"Float","Float","",""
"Floor","Floor","",""
"Floor or storey within a building.","Floor or storey within a building.","",""
"Followed users","Followed Usuarios","",""
"Following variables are available: <ul> <li>Values from printed model are available with uppercased model name. Example:<b>$Product.code</b> will print the code from the product.</li> <li><b>__i18n__.get(""key.to.translate"")</b></li><li><b>__i18n__.getValue(field value to translate)</b></li> <li><b>__datetime__.date</b> to get current date format yyyyMMdd</li> <li><b>__datetime__.time</b> to get current time format HHmmss</li> <li><b>__datetime__.dateT</b> to get current date time format yyyyMMddHHmmss</li> <li><b>__datetime__.format(pattern)</b> to get current datetime with your own pattern</li> <li><b>__datetime__.date(Company)</b> to get current date using timezone from company</li> </ul>","Following variables are available: <ul> <li>Values from printed model are available with uppercased model name. Example:<b>$Product.code</b> will print the code from the product.</li> <li><b>__i18n__.get(""key.to.translate"")</b></li><li><b>__i18n__.getValue(field value to translate)</b></li> <li><b>__datetime__.date</b> to get current date format yyyyMMdd</li> <li><b>__datetime__.time</b> to get current time format HHmmss</li> <li><b>__datetime__.dateT</b> to get current date time format yyyyMMddHHmmss</li> <li><b>__datetime__.format(pattern)</b> to get current datetime with your own pattern</li> <li><b>__datetime__.date(Company)</b> to get current date using timezone from company</li> </ul>","",""
"Font Color","Font Color","",""
"Font Size","Font Size","",""
"Font Type","Font Tipo","",""
"For select use","para Seleccionar use","",""
"For the internal classification number, the starting position in the registration number should be less than the required size.","For the internal classification number, the starting position in the registration number should be less than the required size.","",""
"For the internal classification number, the sum of the starting position in the registration number and length should not be greater than the required size.","For the internal classification number, the sum of the starting position in the registration number and length should not be greater than the required size.","",""
"For the last N results","para the last N results","",""
"For the short registration number, the starting position in the registration number should be less than the required size.","For the short registration number, the starting position in the registration number should be less than the required size.","",""
"For the short registration number, the sum of the starting position in the registration number and length should not be greater than the required size.","For the short registration number, the sum of the starting position in the registration number and length should not be greater than the required size.","",""
"Force the users to update password the next login","Force the Usuarios to Actualizar password the Siguiente login","",""
"Form view to use","Formulario Ver to use","",""
"Format","Format","",""
"Formula","Formula","",""
"Fourth","Fourth","",""
"France","France","",""
"Free Text","Free Text","",""
"Freight Carrier","Freight Transportista","",""
"French registration number validation","French registration Número validation","",""
"Frequencies","Frequencies","",""
"Frequency","Frequency","",""
"Frequency end date cannot be before task date.","Frequency Fecha de fin cannot be before Tarea Fecha.","",""
"Frequency type","Frequency Tipo","",""
"Friday","Friday","",""
"Fridays","Fridays","",""
"From","Desde","",""
"From Date","Desde Fecha","",""
"From Unit","Desde Unidad","",""
"From stock","Desde Stock/Inventario","",""
"From validity date","Desde validity Fecha","",""
"Full Address","Full Dirección","",""
"Full name","Nombre completo","",""
"Function","Function","",""
"Function / Business card","Function / Business card","",""
"Function Name","Function Nombre","",""
"Functional anomaly","Functional anomaly","",""
"Functions","Functions","",""
"Future qty","Future qty","",""
"GCAL","GCAL","",""
"General","General","",""
"General contact details","General Contacto Detalles","",""
"General data","General data","",""
"General discount (%)","General Descuento (%)","",""
"Generate barcode","Generar barcode","",""
"Generate csv file for empty tables","Generar csv file para empty tables","",""
"Generate message","Generar Mensaje","",""
"Generate new random passwords","Generar Nuevo random passwords","",""
"Generate new random passwords and force password change","Generar Nuevo random passwords y force password change","",""
"Generate periods","Generar Períodos","",""
"Generate product variants","Generar Producto variants","",""
"Generate random password","Generar random password","",""
"Generate sequence for partners","Generar Secuencia para Socios/Contactos","",""
"Generate sequence for products","Generar Secuencia para Productos","",""
"Generated Sequence","Generated Secuencia","",""
"Generated account moves","Generated Cuenta Asientos","",""
"Generated anomalies :","Generated anomalies :","",""
"Generic product","Generic Producto","",""
"Geo. coordinates","Geo. coordinates","",""
"GeoNames","GeoNames","",""
"GeoNames Dump URL","GeoNames Dump URL","",""
"GeoNames Zip URL","GeoNames Código postal URL","",""
"Geographical area","Geographical area","",""
"Geoname's URL to access Geoname Dump files is missing to complete this operation. In the configuration of the App. Base, please fill in the field GeoNames Dump URL in tab Interfaces and in the panel GeoNames.","Geoname's URL to access Geoname Dump files is missing to complete this operation. In the configuration of the App. Base, please fill in the field GeoNames Dump URL in tab Interfaces and in the panel GeoNames.","",""
"Geoname's URL to access Zip files is missing to complete this operation. In the configuration of the App. Base, please fill in the field GeoNames Zip URL in tab Interfaces and in the panel GeoNames.","Geoname's URL to access Zip files is missing to complete this operation. In the configuration of the App. Base, please fill in the field GeoNames Zip URL in tab Interfaces and in the panel GeoNames.","",""
"Geonames","Geonames","",""
"Get direction","Get direction","",""
"Get rate","Get Tasa","",""
"Global","Global","",""
"Global tracking configuration","Global Seguimiento Configuración","",""
"Global tracking configuration line","Global Seguimiento Configuración Línea","",""
"Global tracking configuration lines","Global Seguimiento Configuración Líneas","",""
"Global tracking log","Global Seguimiento Registro","",""
"Global tracking log line","Global Seguimiento Registro Línea","",""
"Global tracking log line list","Global Seguimiento Registro Línea Lista","",""
"Global tracking log lines","Global Seguimiento Registro Líneas","",""
"Global tracking logs","Global Seguimiento logs","",""
"Google","Google","",""
"Google Maps API key","Google Maps API key","",""
"Google Maps API key is missing in configuration.","Google Maps API key is missing in Configuración.","",""
"Google address","Google Dirección","",""
"Google api key","Google api key","",""
"Google email","Google Correo electrónico","",""
"Google phone number","Google Teléfono Número","",""
"Groovy","Groovy","",""
"Groovy Template Help","Groovy Plantilla Ayuda","",""
"Gross mass","Bruto mass","",""
"Group","Grupo","",""
"Group Menu Assistant","Grupo Menú Assistant","",""
"Group products on printings","Grupo Productos on printings","",""
"Groups","Grupos","",""
"Groups not found: %s","Groups not found: %s","",""
"Groups of points to be displayed on the map","Grupos of points to be displayed on the Mapa","",""
"Growth coefficient","Growth coefficient","",""
"Guests","Guests","",""
"HTML","HTML","",""
"Having header","Having header","",""
"Hazard Phrases","Hazard Phrases","",""
"Hazard Pictograms","Hazard Pictograms","",""
"Hazard phrase","Hazard phrase","",""
"Hazard phrase set","Hazard phrase set","",""
"Hazard phrases","Hazard phrases","",""
"Hazard pictogram","Hazard pictogram","",""
"Hazard pictogram set","Hazard pictogram set","",""
"Hazard pictograms","Hazard pictograms","",""
"Head office address","Head office Dirección","",""
"Header Content Width","Header Content Width","",""
"Header is not valid.","Header is no Válido.","",""
"Height","Height","",""
"Height(px)","Height(px)","",""
"Help for groovy template","Ayuda para groovy Plantilla","",""
"Helvetica","Helvetica","",""
"Helvetica-Bold","Helvetica-Bold","",""
"Helvetica-BoldOblique","Helvetica-BoldOblique","",""
"Helvetica-Oblique","Helvetica-Oblique","",""
"Here you can write display conditions in groovy. For example : contractType?.name = ""CDI"" && partTime","Here you can write display conditions in groovy. para example : contractType?.Nombre = ""CDI"" && partTime","",""
"Here you can write text using string template method (as in email models). This text will display in the generated PDF. For example : The company $EmploymentContrat.payCompany$ and the employee $EmploymentContract.employee$ agreed on the following points.","Here you can write text using string template method (as in email models). This text will display in the generated PDF. For example : The company $EmploymentContrat.payCompany$ and the employee $EmploymentContract.employee$ agreed on the following points.","",""
"Here you can write the title of the PDF to print using string template method. For example : A look at $EmploymentContrat.company.name$ 's potential future projects.","Here you can write the title of the PDF to print using string template method. For example : A look at $EmploymentContrat.company.name$ 's potential future projects.","",""
"Hide Discount on prints","Ocultar Descuento on prints","",""
"Hide If","Ocultar If","",""
"Hide print settings","Ocultar Imprimir Configuración","",""
"Historic","Historic","",""
"Historical","Historical","",""
"Historize","Historize","",""
"Historize Price List","Historize Lista de precios","",""
"Historize the current pricing?","Historize the current pricing?","",""
"Historized Price Lists","Historized Listas de precios","",""
"Historized Pricing","Historized Pricing","",""
"Historized by","Historized by","",""
"Historized pricings","Historized pricings","",""
"History","Historial","",""
"Home action","Home action","",""
"Host","Host","",""
"Hours Unit","Hours Unidad","",""
"Human Resources config","Human Resources config","",""
"IBAN","IBAN","",""
"IBAN / BBAN","IBAN / BBAN","",""
"IBAN / BBAN + BIC","IBAN / BBAN + BIC","",""
"ICAL_SERVER","ICAL_SERVER","",""
"ICPE","ICPE","",""
"ICPE code","ICPE Código","",""
"ICPE designation","ICPE designation","",""
"ICal events only","ICal events only","",""
"ICalendars","ICalendars","",""
"ID","ID","",""
"IEvents","IEvents","",""
"INSEE Code","INSEE Código","",""
"IPO","IPO","",""
"IPO + Cheque","IPO + Cheque","",""
"ISO code","ISO Código","",""
"ITF","ITF","",""
"Icpe set","Icpe set","",""
"Id","Id","",""
"Id on AOS","Id on AOS","",""
"Identification of a division of a large organisation or building.","Identification of a division of a large organisation or building.","",""
"Identification of a sub-division of a large organisation or building. Displayed if department field is filled.","Identification of a sub-division of a large organisation or building. Displayed if Departamento field is filled.","",""
"Identified pricing scale: %s","Identified pricing scale: %s","",""
"Identifier consisting of a group of letters and/or numbers that is added to a postal address to assist the sorting of mail.","Identifier consisting of a group of letters and/or numbers that is added to a postal address to assist the sorting of mail.","",""
"Identifies a subdivision of a country such as a state, a region, a province, a municipality which is used in the address (and commonly defined in the ISO 3166-2). For example, CA for California in the United States, ON for Ontario in Canada, BEIJING or GUANGDONG in China.","Identifies a subdivision of a country such as a state, a region, a province, a municipality which is used in the address (and commonly defined in the ISO 3166-2). For example, CA for California in the United States, ON for Ontario in Canada, BEIJING or GUANGDONG in China.","",""
"Identifies a subdivision within a country sub-division (hierarchically below the Country subdivision field). If the country sub-division is a State/Province, then the district name can be the County.","Identifies a subdivision within a country sub-division (hierarchically below the Country subdivision field). If the country sub-division is a State/Province, then the district name can be the County.","",""
"If enabled, old CONFIRMED reservations will be deleted after the retention period.","If Habilitado, old Confirmado reservations will be Eliminado after the retention Período.","",""
"If non empty, this alternative logo will be displayed for users using a dark mode-based theme.","If non empty, this alternative Logotipo will be displayed para Usuarios using a dark mode-based theme.","",""
"If non empty, this alternative logo will be displayed for users using a light mode-based theme.","If non empty, this alternative Logotipo will be displayed para Usuarios using a light mode-based theme.","",""
"If this configuration is enabled, each time a sequence is used to generate a number (for example on partners, accounting entries, customer quotations, etc.), the system will check in the database before generating a number if this number already exists and inform the user if it already exists.","If this configuration is enabled, each time a sequence is used to generate a number (for example on partners, accounting entries, customer quotations, etc.), the system will check in the database before generating a number if this number already exists and inform the user if it already exists.","",""
"If this option is enabled, an email account is associated at the company level, and users will send emails from this general account. A new Email accounts tab will appear on the company form.","If this option is enabled, an email account is associated at the company level, and users will send emails from this general account. A new Email accounts tab will appear on the company form.","",""
"If this option is enabled, in the address field of a partner, you can view all existing addresses in the software and select an existing one. If this option is disabled, you must create a new address each time you want to add one to a partner.","If this option is enabled, in the address field of a partner, you can view all existing addresses in the software and select an existing one. If this option is disabled, you must create a new address each time you want to add one to a partner.","",""
"If this option is unchecked, the barcode type on all products will be the one defined in the Barcode type configuration. If this option is enabled, it will be possible to modify the barcode type per product.","If this option is unchecked, the barcode type on all products will be the one defined in the Barcode type configuration. If this option is enabled, it will be possible to modify the barcode type per product.","",""
"If you enable this option, it allows attaching an email account to a user, a new Email accounts tab will appear on the user form. They can then send emails with their own email accounts. If the option is disabled, users will send emails from the email account of the company they are attached to.","If you enable this option, it allows attaching an email account to a user, a new Email accounts tab will appear on the user form. They can then send emails with their own email accounts. If the option is disabled, users will send emails from the email account of the company they are attached to.","",""
"If you leave this field empty or fill it with an incorrect formula, the default email account's signature will be used.\nExamples of a correct formulas:\n$__user__.emailSignature$\n$first(__user__.emailAccountList).signature$","If you leave this field empty or fill it with an incorrect formula, the default email account's signature will be used.\nExamples of a correct formulas:\n$__user__.emailSignature$\n$first(__user__.emailAccountList).signature$","",""
"If you select this option, the current pricing will be historized before retrieving the historized pricing.","If you Seleccionar this option, the current pricing will be historized before retrieving the historized pricing.","",""
"If you use a paid version of Fixer you must check this box.","If you use a Pagado version of Fixer you must Verificar this box.","",""
"Ignore the line","Ignore the Línea","",""
"Ignore/Empty","Ignore/Empty","",""
"Image","Imagen","",""
"Import","Importar","",""
"Import Calendar","Importar Calendario","",""
"Import Configuration","Importar Configuración","",""
"Import Histories","Importar Histories","",""
"Import ID","Importar ID","",""
"Import Print template","Importar Imprimir Plantilla","",""
"Import batch","Importar Lote de proceso","",""
"Import batches","Importar batches","",""
"Import calendar","Importar Calendario","",""
"Import city","Importar Ciudad","",""
"Import completed successfully","Importar completed successfully","",""
"Import completed successfully. Please check the log for more details.","Importar completed successfully. Please Verificar the Registro para more Detalles.","",""
"Import configuration","Importar Configuración","",""
"Import contact","Importar Contacto","",""
"Import date","Importar Fecha","",""
"Import demo data","Importar demo data","",""
"Import error directory path","Importar Error directory path","",""
"Import field","Importar field","",""
"Import from connector","Importar Desde connector","",""
"Import histories","Importar histories","",""
"Import log","Importar Registro","",""
"Import permissions","Importar Permisos","",""
"Import print template","Importar Imprimir Plantilla","",""
"Import successful.","Importar successful.","",""
"Import type","Importar Tipo","",""
"Import/Export","Importar/Exportar","",""
"Import/Export interface","Importar/Exportar interface","",""
"Import/Export interfaces","Importar/Exportar interfaces","",""
"Import/Export translation","Importar/Exportar Traducción","",""
"Import/Export translations","Importar/Exportar Traducciones","",""
"Imported contact","Imported Contacto","",""
"Importing","Importing","",""
"Imports","Imports","",""
