"key","message","comment","context"
"Your team has no projects or tasks bound to it, the planning can't be generated.","Su equipo no tiene proyectos ni tareas asignados, no se puede generar el plan.",,
"hours","horas",,
"to","a",,
"updated document","documento actualizado",,
"value:Canceled","Cancelado",,
"value:Done","Hecho",,
"value:High","Alto",,
"value:In progress","En curso",,
"value:Low","Bajo",,
"value:New","Nuevo",,
