"key","message","comment","context"
"One of the timetables has a percentage exceeding 100%.","Uno de los calendarios tiene un porcentaje superior al 100%.",,
"One or several stock move lines are not fully packaged.","Una o varias líneas de movimiento de stock no están completamente embaladas.",,
"One-off sale outgoing quantity","Cantidad de salida de venta excepcional",,
"One-off sales","Ventas excepcionales",,
"One-off sales excluded","Ventas excepcionales excluidas",,
"One-off sales included","Ventas excepcionales incluidas",,
"One-off sales only","Solo ventas excepcionales",,
"Open sale order","Abrir pedido de venta",,
"Operation choice","Elección de operación",,
"Order %s","Pedido %s",,
"Order invoicing report:","Informe de facturación de pedidos:",,
"Order up to date","Fecha anterior o igual a",,
"Order(s) processed","Pedido(s) procesado(s)",,
"Ordered by","Pedido por",,
"Orders","Pedidos",,
"Origin","Origen",,
"Origin purchase order line","Línea de pedido de compra de origen",,
"Origin sale order line","Línea de pedido de venta de origen",,
"Origins","Orígenes",,
"Out of stock","Sin stock",,
"Outgoing quantity (One-off sale excluded)","Cantidad de salida (venta excepcional excluida)",,
"Outgoing stock move invoicing report:","Informe de facturación de albaranes de entrega:",,
"PFP Status","Estado de validación de pago",,
"PO line","Línea de pedido de compra",,
"PO lines","Líneas de pedido de compra",,
"Pack lines","Líneas de paquete",,
"Package used","Embalaje utilizado",,
"Packaging","Embalaje",,
"Packaging group","Grupo de embalaje",,
"Packaging level","Nivel de embalaje",,
"Packaging line","Línea de embalaje",,
"Packaging line successfully deleted.","La línea de embalaje ha sido eliminada con éxito.",,
"Packaging line successfully updated.","La línea de embalaje ha sido actualizada con éxito.",,
"Packaging lines","Líneas de embalaje",,
"Packaging number","Número de embalaje",,
"Packaging successfully removed.","Embalaje eliminado con éxito.",,
"Packaging successfully updated.","Embalaje actualizado con éxito.",,
"Packaging.palletNo <strong>{0}</strong> - Packaging.totalGrossMass ({1}): <strong>{2}</strong> - Packaging.totalNetMass ({3}): <strong>{4}</strong>","Pallet nº <strong>{0}</strong> - Masa bruta total ({1}): <strong>{2}</strong> - Masa neta total ({3}): <strong>{4}</strong>",,
"Packaging.parcelNo <strong>{0}</strong> - Packaging.totalGrossMass ({1}): <strong>{2}</strong> - Packaging.totalNetMass ({3}): <strong>{4}</strong>","Bulto nº <strong>{0}</strong> - Masa bruta total ({1}): <strong>{2}</strong> - Masa neta total ({3}): <strong>{4}</strong>",,
"PackagingLine.qty","Cantidad",,
"PackagingLine.stockMoveNo {0} / PackagingLine.refNo {1}","Albarán nº {0} / Ref. nº {1}",,
"Packagings","Embalajes",,
"Parent Stock location","Ubicación de stock padre",,
"Parent line","Línea padre",,
"Parent packaging","Embalaje padre",,
"Partial invoicing of outgoing stock move with tracking number activated is not supported.","La facturación parcial de movimientos de stock de salida con número de seguimiento activado no está soportada.",,
"Partially delivered","Parcialmente entregado",,
"Partially invoiced","Parcialmente facturado",,
"Partner","Empresa",,
"Partner is missing on stock move %s.","Falta la empresa en el movimiento de stock %s.",,
"Payment condition","Condición de pago",,
"Payment mode","Modo de pago",,
"Payment period (N days / Month)","Período de pago (N días / Mes)",,
"Percentage","Porcentaje",,
"Period","Período",,
"Period type","Tipo de período",,
"Picking Order Info","Información del albarán de preparación",,
"Please configure a correct value for the sale order date used for reservation.","Por favor, configure un valor correcto para la fecha del pedido de venta utilizada para la reserva.",,
"Please configure the advance payment account for the company %s","Por favor, configure la cuenta de pagos anticipados para la empresa %s",,
"Please configure the advance payment product","Por favor, configure el producto de pago anticipado",,
"Please configure the sale order invoicing product","Por favor, configure el producto de facturación de pedidos de venta",,
"Please confirm the sale order before invoicing.","Por favor, confirme el pedido de venta antes de facturar.",,
"Please do not enter negative quantity for reservation.","Por favor, no introduzca una cantidad negativa para la reserva.",,
"Please enter amount to invoice.","Por favor, introduzca un importe a facturar.",,
"Please fill a quantity to invoice.","Por favor, introduzca una cantidad a facturar.",,
"Please fill unit for product %s","Por favor, complete la unidad para el producto %s",,
"Please generate a stock move for this sale order before modifying allocated quantity.","Por favor, genere un movimiento de stock para este pedido de venta antes de modificar la cantidad asignada.",,
"Please select a forecasted invoice customer account in the accounting batch","Por favor, seleccione una cuenta cliente para facturas a emitir en el proceso contable",,
"Please select a forecasted invoice supplier account in the accounting batch","Por favor, seleccione una cuenta proveedor para facturas pendientes en el proceso contable",,
"Please select an element to run calculation","Por favor, seleccione un elemento para ejecutar el cálculo",,
"Please select at least one line to generate a proposal.","Por favor, seleccione al menos una línea para generar una propuesta.",,
"Please select one freight carrier pricing line.","Por favor, seleccione una línea de tarifa de transportista.",,
"Please uncheck picking order edited box from this stock move from Cust. Shipment to prepare menu entry.","Por favor, desmarque la casilla de albarán de preparación editado de este movimiento de stock desde la entrada de menú Envíos a preparar.",,
"Please validate the purchase order before invoicing.","Por favor, valide el pedido de compra antes de facturar.",,
"Please, select a currency for the order %s","Por favor, seleccione una divisa para el pedido %s",,
"Please, select a supplier for the line %s","Por favor, seleccione un proveedor para la línea %s",,
"Price","Precio",,
"Pricing","Tarifa",,
"Pricing rules","Reglas de tarifa",,
"Print","Imprimir",,
"Printings","Impresiones",,
"Product","Producto",,
"Product Accounting Family","Familia contable de producto",,
"Product Categories","Categorías de producto",,
"Product Category","Categoría de producto",,
"Product Type","Tipo de producto",,
"Product cannot be regenerated because delivered / invoiced sale order lines are using it.","El producto no puede ser regenerado porque las líneas de pedido de venta entregadas/facturadas lo están utilizando.",,
"Product categories","Categorías de producto",,
"Product code","Código de producto",,
"Product families","Familias de producto",,
"Product is missing.","Falta el producto.",,
"Product launches/withdrawal each month","Lanzamientos/retiradas de productos por mes",,
"Product must be a packaging.","El producto debe ser un embalaje.",,
"Product stock for %s is not enough for availability request","El stock del producto %s no es suficiente para la solicitud de disponibilidad",,
"Product type","Tipo de producto",,
"Product type distribution","Distribución por tipo de producto",,
"Products","Productos",,
"Products DB 1","Panel de productos 1",,
"Products Details","Detalle de productos",,
"Products of %s have been added to your cart.","Los productos de %s han sido añadidos a su carrito.",,
"Project identically over the next few months","Proyectar de forma idéntica durante los próximos meses",,
"Projected Stock","Stock proyectado",,
"Projected stock","Stock proyectado",,
"Projection details","Detalles de la proyección",,
"Projection' s number of month","Número de meses de proyección",,
"Proposal","Propuesta",,
"Proposal generated","Propuesta generada",,
"Proposal select","Selección de propuesta",,
"Proposals have been generated successfully.","Las propuestas han sido generadas con éxito.",,
"Purchase","Compra",,
"Purchase order","Pedido de compra",,
"Purchase order line","Línea de pedido de compra",,
"Purchase order or sale order without estimated delivery date and manufacturing order without planned date. In this case, we use the MRP start date (today)","Pedidos de compra sin fecha de recepción estimada, pedidos de venta sin fecha de envío estimada y órdenes de fabricación sin fecha planificada. En este caso, utilizamos la fecha de inicio del MRP (hoy)",,
"Purchase order quantity","Cantidad en pedido de compra",,
"Purchase order without incoming stock move","Pedidos de compra pendientes de recepción",,
"Purchase order without stock move","Pedidos pendientes de recepción",,
"Purchase orders","Pedidos de compra",,
"Purchase proposal","Propuesta de compra",,
"Purchase proposal / Estimated delivery","Entrega estimada / Propuesta de compra",,
"Purchases orders","Pedidos de compra",,
"Qty","Cant.",,
"Qty remaining to package","Cantidad restante a embalar",,
"Qty to invoice","Cantidad a facturar",,
"Quantity cannot be lower than already delivered quantity on detail line %s.","La cantidad no puede ser inferior a la cantidad ya entregada en la línea de detalle %s.",,
"Quantity requested","Cantidad solicitada",,
"Quotations","Cotizaciones",,
"Real Qty","Cantidad real",,
"Real quantity","Cantidad real",,
"Real/Current Quantity","Cantidad real/actual",,
"Receipt state","Estado de recepción",,
"Ref","Ref.",,
"Refill Qty","Cantidad de reposición",,
"Refresh availability","Actualizar disponibilidad",,
"Related to","Relacionado con",,
"Related to select","Relacionado con",,
"Remaining Qty","Cantidad restante",,
"Requested reserved qty","Cantidad solicitada en reserva",,
"Requested reserved quantity","Cantidad solicitada en reserva",,
"Reservation date time","Fecha de reserva",,
"Reserved quantity","Cantidad reservada",,
"Reserved stock move lines","Líneas de movimiento de stock reservadas",,
"Result","Resultado",,
"Results","Resultados",,
"Returnable","Retornable",,
"Run calculation","Ejecutar cálculo",,
"Run stock batch","Ejecutar proceso de stock",,
"SO line","Línea de pedido de venta",,
"SO lines","Líneas de pedido de venta",,
"SOL to invoice","Líneas de pedido a facturar",,
"Sale","Venta",,
"Sale Batch","Proceso de ventas",,
"Sale forecast","Previsión de ventas",,
"Sale order","Pedido de venta",,
"Sale order date used for stock reservation","Fecha del pedido de venta utilizada para la reserva de stock",,
"Sale order line","Línea de pedido de venta",,
"Sale order line to invoice","Línea de pedido a facturar",,
"Sale order lines to invoice","Líneas de pedido a facturar",,
"Sale order quantity","Cantidad en pedido de venta",,
"Sale order without outgoing stock move","Pedidos de venta pendientes de albarán de entrega",,
"Sale order without stock move","Pedidos pendientes de albarán de entrega",,
"Sale orders","Pedidos de venta",,
"SaleOrder","Pedido de venta",,
"Sales","Ventas",,
"Sales forecast","Previsión de ventas",,
"Sales order","Pedido de venta",,
"Sales order line","Línea de pedido de venta",,
"Sales orders","Pedidos de venta",,
"Sales quotations","Cotizaciones",,
"Salesperson or buyer set","Comerciales o compradores",,
"Salespersons","Comerciales",,
"Schedule","Calendario",,
"Security","Seguridad",,
"Security delay (days)","Plazo de seguridad (días)",,
"See projected stock","Ver stock proyectado",,
"See stock history","Ver historial de stock",,
"Select","Seleccionar",,
"Select all","Seleccionar todo",,
"Select carrier","Seleccionar transportista",,
"Select stock move lines","Seleccionar líneas de movimiento de stock",,
"Select supplier partner","Seleccionar proveedor",,
"Select the customer account for accrued revenue (usually 4181) for end-of-year adjustments.","Seleccione la cuenta cliente para ingresos devengados (habitualmente 4181) para los ajustes de fin de ejercicio.",,
"Select the lines to invoice","Seleccione las líneas a facturar",,
"Select the supplier account for accrued expenses (usually 4081) for end-of-year adjustments.","Seleccione la cuenta proveedor para gastos devengados (habitualmente 4081) para los ajustes de fin de ejercicio.",,
"Select timetables to invoice","Seleccione los calendarios a facturar",,
"Sequence to order MRP results","Secuencia para ordenar los resultados del MRP",,
"Settings","Configuración",,
"Shipment Mode","Modo de envío",,
"Shipment mode","Modo de envío",,
"Shipping cost","Gastos de envío",,
"Show Total","Mostrar total",,
"Specific package","Embalaje específico",,
"Standard","Estándar",,
"Standard delay (days)","Plazo estándar (días)",,
"Status","Estado",,
"Status considered to filter a purchase order","Estado considerado para filtrar pedidos de compra",,
"Status considered to filter a sale order","Estado considerado para filtrar pedidos de venta",,
"Statuses to take into account","Estados a tener en cuenta",,
"Stock","Stock",,
"Stock Locations content","Contenido de ubicaciones de stock",,
"Stock details","Detalle de stock",,
"Stock details by product","Detalle de stock por producto",,
"Stock history","Historial de stock",,
"Stock history line","Línea de historial de stock",,
"Stock history updated","Historial de stock actualizado",,
"Stock location","Ubicación de stock",,
"Stock location is missing for the purchase order %s.","Falta la ubicación de stock para el pedido de compra %s.",,
"Stock location is missing for the sale order %s.","Falta la ubicación de stock para el pedido de venta %s.",,
"Stock location lines by product","Líneas de ubicación de stock por producto",,
"Stock move","Movimiento de stock",,
"Stock move %s has already been invoiced.","El movimiento de stock %s ya ha sido facturado.",,
"Stock move %s has been created for this sale order","El albarán de entrega %s ha sido generado para el pedido",,
"Stock move has already been totally invoiced.","El movimiento de stock ya ha sido totalmente facturado.",,
"Stock move line","Línea de movimiento de stock",,
"Stock move lines","Líneas de movimiento de stock",,
"Stock move lines concerned by cut off","Líneas de movimiento de stock afectadas por el corte contable",,
"Stock move type","Tipo de movimiento de stock",,
"Stock move(s) processed","Movimiento(s) de stock procesado(s)",,
"Stock moves","Movimientos de stock",,
"Stock reservation feature cannot be active when we are managing stock locations on stock move line.","La función de reserva de stock no puede estar activa cuando se gestionan ubicaciones de stock en las líneas de movimiento de stock.",,
"StockMove","Movimiento de stock",,
"Subscription","Suscripción",,
"Subscription invoice generation report :","Informe de generación de facturas de suscripción:",,
"Subscription invoices to validate","Facturas de suscripción a validar",,
"Suppl. Invoices","Facturas proveedor",,
"Supplier","Proveedor",,
"Supplier Catalog","Catálogo de proveedor",,
"Supplier Delivery time","Plazo de entrega del proveedor",,
"Supplier Stock Move to invoice","Recepción a facturar",,
"Supplier arrival","Recepción",,
"Supplier arrivals management","Gestión de recepciones",,
"Supplier shipping carriage paid configuration","Configuración de porte pagado al proveedor",,
"Supply chain config","Config. Cadena de suministro",,
"Supply chain config (${ name })","Config. (${ name })",,
"Supply chain configuration","Configuración de cadena de suministro",,
"Supply chain configurations","Configuraciones de cadena de suministro",,
"Supply method","Método de aprovisionamiento",,
"Supplychain Batch","Proceso de cadena de suministro",,
"Supplychain batch","Proceso de cadena de suministro",,
"Supplychain batch filters","Filtros de proceso en masa de cadena de suministro",,
"Supplychain batches","Procesos de cadena de suministro",,
"Take in account sub categories","Tener en cuenta las subcategorías",,
"Tax number is missing on partner %s.","Falta el número de IVA en la empresa %s.",,
"Team","Equipo",,
"Template","Plantilla",,
"Terminate purchase order on Receipt","Finalizar pedidos de compra al recibir",,
"Terminate sale order on delivery","Finalizar pedidos de venta al entregar",,
"Terms","Vencimientos",,
"The MRP has been reset and results deleted.","El MRP ha sido reiniciado y los resultados eliminados.",,
"The MRP have been reset and their results deleted.","Los MRP han sido reiniciados y sus resultados eliminados.",,
"The allocated quantity must not be greater than the quantity in the stock move line %s.","La cantidad asignada no debe ser mayor que la cantidad en la línea de movimiento de stock %s.",,
"The amount to be spread over the timetable is negative.","El importe a distribuir en el calendario es negativo.",,
"The amount to invoice is superior than the amount in the sale order","El importe a facturar es superior al importe del pedido de venta",,
"The client is required and must be the same for all sale orders","El cliente es obligatorio y debe ser el mismo para todos los pedidos de venta",,
"The company %s doesn't have any configured sequence for MRP","La empresa %s no tiene ninguna secuencia configurada para el MRP",,
"The company is required and must be the same for all purchase orders","La empresa es obligatoria y debe ser la misma para todos los pedidos de compra",,
"The company is required and must be the same for all sale orders","La empresa es obligatoria y debe ser la misma para todos los pedidos de venta",,
"The component %s - %s not referenced in the product list selected for the MRP or in the BOM route should be added on the MRP.","El componente %s - %s no referenciado en la lista de productos seleccionada para el MRP o en la ruta de lista de materiales debería añadirse al MRP.",,
"The currency is required and must be the same for all sale orders","La divisa es obligatoria y debe ser la misma para todos los pedidos de venta",,
"The customer account is blocked because he has late payments.","La cuenta del cliente está bloqueada porque tiene pagos pendientes.",,
"The delivered partner must be the same for all sale orders","El destinatario de entrega debe ser el mismo para todos los pedidos de venta",,
"The execution of MRP n°%s is now finished, you can click above to see the results.","La ejecución del MRP nº%s ha finalizado, puede hacer clic arriba para ver los resultados.",,
"The fiscal position must be the same for all purchase orders","La posición fiscal debe ser la misma para todos los pedidos de compra",,
"The fiscal position must be the same for all sale orders","La posición fiscal debe ser la misma para todos los pedidos de venta",,
"The following stock move lines are already associated with invoice lines and can not be splitted: %s","Las siguientes líneas de movimiento de stock ya están asociadas con líneas de factura y no pueden dividirse: %s",,
"The incoterm must be the same for all sale orders","El incoterm debe ser el mismo para todos los pedidos de venta",,
"The incoterm must be the same for all sale orders.","El incoterm debe ser el mismo para todos los pedidos de venta.",,
"The interco configuration must be the same for all purchase orders","La configuración interco debe ser la misma para todos los pedidos de compra",,
"The interco configuration must be the same for all sale orders.","La configuración interco debe ser la misma para todos los pedidos de venta.",,
"The invoice for the stock move %s can't be generated because of this following error : %s","La factura para el movimiento de stock %s no puede generarse debido al siguiente error: %s",,
"The invoice has already been generated.","La factura ya ha sido generada.",,
"The invoice's unit is different and inconvertible into the stock move's unit.","La unidad de la factura es diferente e inconvertible a la unidad del movimiento de stock.",,
"The invoiced partner must be the same for all sale orders","El destinatario de factura debe ser el mismo para todos los pedidos de venta",,
"The packaging line qty can not be greater than the stock move line's qty remaining to package.","La cantidad de la línea de embalaje no puede ser mayor que la cantidad restante a embalar de la línea de movimiento de stock.",,
"The process was stopped because the computation is stuck in an infinite loop. This error can be caused by a configuration error.","El proceso fue detenido porque el cálculo está atascado en un bucle infinito. Este error puede ser causado por un error de configuración.",,
"The product will not be delivered in time for its corresponding need.","El producto no será entregado a tiempo para su necesidad correspondiente.",,
"The proposal has been successfully generated.","La propuesta ha sido generada con éxito.",,
"The purchase order %s invoiced amount cannot be greater than its total amount.","El importe facturado del pedido de compra %s no puede ser mayor que su importe total.",,
"The purchase order line can't be deleted because it is linked to a realized stock move.","La línea del pedido de compra no puede eliminarse porque está vinculada a un movimiento de stock realizado.",,
"The purchase order line can't be deleted because it is linked to an invoice.","La línea del pedido de compra no puede eliminarse porque está vinculada a una factura.",,
"The purchase order line qty can't be lower than the qty already invoiced.","La cantidad de la línea del pedido de compra no puede ser inferior a la cantidad ya facturada.",,
"The purchase order line qty can't be lower than the qty already realized.","La cantidad de la línea del pedido de compra no puede ser inferior a la cantidad ya realizada.",,
"The purchase order trading name is missing.","Falta el nombre comercial del pedido de compra.",,
"The quantity to invoice is greater than the quantity in the purchase order","La cantidad a facturar es mayor que la cantidad del pedido de compra",,
"The quantity to invoice is greater than the quantity in the sale order","La cantidad a facturar es mayor que la cantidad del pedido de venta",,
"The requested quantity must be greater than the already delivered quantity.","La cantidad solicitada debe ser mayor que la cantidad ya entregada.",,
"The requested quantity must not be greater than the quantity in the stock move line %s.","La cantidad solicitada no debe ser mayor que la cantidad en la línea de movimiento de stock %s.",,
"The reservation for an availability requested stock move cannot be lowered.","No se puede reducir la reserva de un movimiento de stock en solicitud de disponibilidad.",,
"The sale order %s invoiced amount cannot be greater than its total amount.","El importe facturado del pedido de venta %s no puede ser mayor que su importe total.",,
"The shipping cost is accounted for in the sale order's total cost and affects the margin.","Los gastos de envío están incluidos en el coste total del pedido de venta y afectan al margen.",,
"The stock location must be the same for all purchase orders.","La ubicación de stock debe ser la misma para todos los pedidos de compra.",,
"The stock location must be usable on sale order.","La ubicación de stock debe ser utilizable en pedidos de venta.",,
"The supplier is required and must be the same for all purchase orders","El proveedor es obligatorio y debe ser el mismo para todos los pedidos de compra",,
"The total of the order must be equal or superior than the advance payment total.","El total del pedido debe ser igual o superior al total de los pagos anticipados.",,
"The trading name must be the same for all purchase orders.","El nombre comercial debe ser el mismo para todos los pedidos de compra.",,
"The trading name must be the same for all sale orders.","El nombre comercial debe ser el mismo para todos los pedidos de venta.",,
"There are no lines to invoice","No hay líneas a facturar",,
"There are no selected timetables to invoice","No hay calendarios seleccionados a facturar",,
"There are too many stock location lines to add to the cart. The limit configured is %s.","Hay demasiadas líneas de ubicación de stock para añadir al carrito. El límite configurado es %s.",,
"There is a configuration error, partner %s is its own parent.","Hay un error de configuración, la empresa %s es su propio padre.",,
"There is at least one draft or planned stock move for this sale order.","Hay al menos un movimiento de stock en borrador o planificado para este pedido de venta.",,
"There is no analytic distribution on %s purchase order line","No hay distribución analítica en la línea de pedido de compra %s",,
"There is no analytic distribution on %s sale order line","No hay distribución analítica en la línea de pedido de venta %s",,
"There is no configured sequence for the Packaging","No hay secuencia configurada para el embalaje",,
"There is no supplier catalog for this product","No hay catálogo de proveedor para este producto",,
"This configuration defines how the estimated date of the delivery note should be filled when it is not specified in the order. You can define here whether the estimated date of the delivery note will be automatically filled with the current date, or if it will be filled taking into account the current date plus a delay in days (e.g. current date + 10 days), or if it is left empty, which will require manual entry.","Esta configuración define cómo debe completarse la fecha estimada del albarán de entrega cuando no está especificada en el pedido. Puede definir aquí si la fecha estimada del albarán de entrega se completará automáticamente con la fecha actual, o si se completará teniendo en cuenta la fecha actual más un plazo en días (por ejemplo, fecha actual + 10 días), o si se deja vacía, lo que requerirá entrada manual.",,
"This configuration defines the default stock location used for direct order (drop shipment) type orders.","Esta configuración define la ubicación de stock por defecto utilizada para los pedidos de tipo contrapeido directo (drop shipment).",,
"This configuration enables interco management from invoices. Interco is an intercompany flow, when company A invoices company B. In the case of this configuration, when a sale invoice is created by company B, a purchase invoice for company B will be automatically created.","Esta configuración activa la gestión interco desde facturas. Interco es un flujo entre empresas, cuando la empresa A factura a la empresa B. En el caso de esta configuración, cuando la empresa B crea una factura de venta, se creará automáticamente una factura de compra para la empresa B.",,
"This configuration enables interco management from purchase orders. Interco is an intercompany flow, when company A places an order with company B. In the case of this configuration, when a purchase quotation/order is created by company A, an equivalent sale quotation/order for company B will be automatically created.","Esta configuración activa la gestión interco desde pedidos de compra. Interco es un flujo entre empresas, cuando la empresa A realiza un pedido a la empresa B. En el caso de esta configuración, cuando la empresa A crea una cotización/pedido de compra, se creará automáticamente una cotización/pedido de venta equivalente para la empresa B.",,
"This configuration enables interco management from sale orders. Interco is an intercompany flow, when company A places an order with company B. In the case of this configuration, when a sale quotation/order is created by company B, an equivalent purchase quotation/order for company A will be automatically created.","Esta configuración activa la gestión interco desde pedidos de venta. Interco es un flujo entre empresas, cuando la empresa A realiza un pedido a la empresa B. En el caso de esta configuración, cuando la empresa B crea una cotización/pedido de venta, se creará automáticamente una cotización/pedido de compra equivalente para la empresa A.",,
"This configuration enables invoice generation from purchase orders. A Generate control invoice button will appear on orders and allow to generate invoices from orders.","Esta configuración activa la generación de facturas desde pedidos de compra. Aparecerá un botón Generar factura de control en los pedidos y permitirá generar facturas desde los pedidos.",,
"This configuration enables invoice generation from sale orders. A Generate invoice button will appear on sale orders and allow to generate invoices from orders.","Esta configuración activa la generación de facturas desde pedidos de venta. Aparecerá un botón Generar factura en los pedidos de venta y permitirá generar facturas desde los pedidos.",,
"This configuration enables partial invoicing for delivery notes, offering the possibility to either generate an invoice for the entire stock move, or to generate a partial invoice by choosing the lines to invoice.","Esta configuración activa la facturación parcial para los albaranes de entrega, ofreciendo la posibilidad de generar una factura para todo el movimiento de stock, o generar una factura parcial eligiendo las líneas a facturar.",,
"This configuration enables partial invoicing for receipt notes, offering the possibility to either generate an invoice for the entire stock move, or to generate a partial invoice by choosing the lines to invoice.","Esta configuración activa la facturación parcial para los albaranes de recepción, ofreciendo la posibilidad de generar una factura para todo el movimiento de stock, o generar una factura parcial eligiendo las líneas a facturar.",,
"This configuration enables stock reservation. In case of insufficient stock, this allows to make a stock reservation that will trigger a future allocation request once the items become available in stock again.","Esta configuración activa la reserva de stock. En caso de stock insuficiente, permite realizar una reserva de stock que desencadenará una solicitud de asignación futura una vez que los artículos vuelvan a estar disponibles en stock.",,
"This configuration enables subscription-type sale orders (with recurring invoicing).","Esta configuración activa los pedidos de venta de tipo suscripción (con facturación recurrente).",,
"This configuration enables the ability to invoice timetables of sale orders.","Esta configuración activa la posibilidad de facturar los calendarios de los pedidos de venta.",,
"This configuration enables the generation of delivery notes from sale orders. A Generate delivery note button will appear on sale orders and allow to manually generate delivery notes. For automatic generation, you need to enable the Generate customer deliveries automatically configuration.","Esta configuración activa la generación de albaranes de entrega desde los pedidos de venta. Aparecerá un botón Generar albarán de entrega en los pedidos de venta y permitirá generar albaranes de entrega manualmente. Para la generación automática, debe activar la configuración Generar entregas a clientes automáticamente.",,
"This configuration enables the generation of receipt notes from purchase orders. A Generate receipt note button will appear on purchase orders and allow to manually generate receipt notes. For automatic generation, you need to enable the Generate supplier arrivals automatically configuration.","Esta configuración activa la generación de albaranes de recepción desde los pedidos de compra. Aparecerá un botón Generar albarán de recepción en los pedidos de compra y permitirá generar albaranes de recepción manualmente. Para la generación automática, debe activar la configuración Generar recepciones automáticamente.",,
"This operation cannot be performed. Available stock for product %s: %s, stock needed: %s. Please deallocate.","Esta operación no puede realizarse. Stock disponible para el producto %s: %s, stock necesario: %s. Por favor, desasigne.",,
"This option prevents adding by mistake too many products in carts from a stock location.","Esta opción evita añadir por error demasiados productos en carritos desde una ubicación de stock.",,
"This packaging is different from real packagings defined during shipping process. Design for only shipping cost estimation.","Este embalaje es diferente de los embalajes reales definidos durante el proceso de envío. Diseñado solo para la estimación de costes de envío.",,
"This product is not stock managed.","Este producto no se gestiona en stock.",,
"This quantity is not available in stock.","Esta cantidad no está disponible en stock.",,
"This sale order line is linked to a packaging line, please remove it first from the sale order's packaging.","Esta línea de pedido de venta está vinculada a una línea de embalaje, por favor elimínela primero del embalaje del pedido de venta.",,
"This stock move cannot be removed from the logisticsal form, as it shares one of its packaging %s with another stock move.","Este movimiento de stock no puede eliminarse de la ficha logística, ya que comparte uno de sus embalajes %s con otro movimiento de stock.",,
"This stock move is not valid for this logistical form.","Este movimiento de stock no es válido para esta ficha logística.",,
"This stock move line can not be chosen.","Esta línea de movimiento de stock no puede elegirse.",,
"This stock move needs to be invoiced manually, manual intervention is needed : %s","Este movimiento de stock necesita ser facturado manualmente, se requiere intervención manual: %s",,
"Timetable","Calendario de pagos",,
"Timetable computation date","Fecha de cálculo del calendario",,
"Timetable template","Plantilla de calendario",,
"Timetable template line","Línea de plantilla de calendario",,
"Timetable template lines","Líneas de plantilla de calendario",,
"Timetable templates","Plantillas de calendario",,
"Timetables","Calendarios de pagos",,
"Timetables can only be invoiced from a sale order or a purchase order.","Los calendarios solo pueden facturarse desde un pedido de venta o un pedido de compra.",,
"Title","Título",,
"To Date","Hasta la fecha",,
"To process","A procesar",,
"To stock location","A la ubicación de stock",,
"Tools","Herramientas",,
"Total gross mass","Masa bruta total",,
"Total net mass","Masa neta total",,
"Total price","Precio total",,
"Total subscription invoice(s) generated: %s","Total de factura(s) de suscripción generada(s): %s",,
"Tracking number","Número de seguimiento",,
"Tracking number search","Búsqueda de número de seguimiento",,
"Transport rates","Tarifas de transporte",,
"Type","Tipo",,
"UN code","Código ONU",,
"UN codes","Códigos ONU",,
"Undo manual changes","Deshacer cambios manuales",,
"Unit","Unidad",,
"Unit price","Precio unitario",,
"Unit prices in A.T.I and in W.T. can't be mix","No es posible mezclar precios unitarios con impuestos y sin impuestos",,
"Unselect","Deseleccionar",,
"Unsupported product type: %s","Tipo de producto no soportado: %s",,
"Update stock history","Actualizar historial de stock",,
"Update stock history configuration","Configuración de actualización del historial de stock",,
"Usable on purchase order","Utilizable en pedidos de compra",,
"Usable on sale order","Utilizable en pedidos de venta",,
"Used Credit","Crédito utilizado",,
"Used stock rules","Reglas de stock utilizadas",,
"Validate","Validar",,
"Validate scenario","Validar escenario",,
"Validated for invoicing","Validado para facturación",,
"Validation step for invoicing outgoing stock move","Paso de validación para facturación de albaranes de entrega",,
"Verify product stock before availabity request","Verificar el stock del producto antes de la solicitud de disponibilidad",,
"Warn delay from supplier","Advertir retraso del proveedor",,
"Warning : Estimated shipping date isn't updated due to pricing set on sale order.","Advertencia: La fecha de envío estimada no se actualiza debido a la tarifa establecida en el pedido de venta.",,
"Warning : One or more lines are blocked for delivery","Advertencia: Una o más líneas están bloqueadas para entrega",,
"When this configuration is enabled, a Manually complete sale order button appears on sale orders and allows to manually move orders to Confirmed order status.","Cuando esta configuración está activada, aparece un botón Completar manualmente el pedido de venta en los pedidos de venta y permite mover manualmente los pedidos al estado Pedido confirmado.",,
"When this configuration is enabled, a Terminate order button appears on purchase orders and allows to manually move orders to Terminated status.","Cuando esta configuración está activada, aparece un botón Finalizar pedido en los pedidos de compra y permite mover manualmente los pedidos al estado Finalizado.",,
"When this configuration is enabled, a new menu entry Orders awaiting delivery note appears in the Sales module, and allows to view all orders that do not yet have generated delivery notes. This configuration is not available if the Generate customer deliveries automatically configuration is enabled.","Cuando esta configuración está activada, aparece una nueva entrada de menú Pedidos pendientes de albarán de entrega en el módulo de Ventas, y permite ver todos los pedidos que aún no tienen albaranes de entrega generados. Esta configuración no está disponible si la configuración Generar entregas a clientes automáticamente está activada.",,
"When this configuration is enabled, a new menu entry Orders awaiting receipt note appears in the Purchases module, and allows to view all orders that do not yet have generated receipt notes. This configuration is not available if the Generate supplier arrivals automatically configuration is enabled.","Cuando esta configuración está activada, aparece una nueva entrada de menú Pedidos pendientes de albarán de recepción en el módulo de Compras, y permite ver todos los pedidos que aún no tienen albaranes de recepción generados. Esta configuración no está disponible si la configuración Generar recepciones automáticamente está activada.",,
